Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
13.75,8.2,0.38,1.36,0.178,412.4, 85.0,  2.8, 0.7,4309,150,1.798,0.022,-0.1,0.3,1.17,0.64,22.6,6.03,1.0,0.53,20.94,5.38,1.14,0.61,22.27,5.9,0
13.22,18.52,0.63,2.38,0.092, 88.5,  5.7,  8.4, 1.5,5215,168,2.194,0.017,-0.02,0.3,1.92,0.37,18.35,1.6,1.97,0.39,18.59,1.63,1.97,0.39,18.59,1.63,0
13.65,41.45,1.8,4.262,0.099, 59.7,  3.6, 25.3, 3.8,5022,167,2.535,0.021,0.23,0.3,1.98,0.34,12.57,0.85,1.97,0.34,12.55,0.84,2.01,0.35,12.69,0.86,0
9.84,14.26,2.41,1.85,0.105,128.7, 17.0, 10.3, 2.6,4601,132,2.053,0.074,-0.03,0.3,1.99,1.11,21.96,4.49,1.8,1.0,20.88,4.24,1.98,1.11,21.95,4.49,0
13.88,17.56,0.4,2.47,0.019,219.8, 13.1,  7.0, 0.7,4354,152,2.131,0.013,0.07,0.3,1.08,0.11,14.76,0.53,0.92,0.09,13.66,0.48,1.05,0.1,14.61,0.52,0
13.99,12.76,0.32,1.787,0.017,246.7, 20.8,  5.1, 0.7,4453,155,1.997,0.014,-0.38,0.3,1.56,0.16,20.72,0.8,1.38,0.14,19.49,0.74,1.51,0.16,20.44,0.78,0
13.98,9.87,0.26,1.507,0.024,331.7, 32.7,  4.0, 1.0,4319,151,1.879,0.014,-0.24,0.3,1.36,0.16,22.19,1.05,1.19,0.14,20.76,0.96,1.32,0.16,21.86,1.03,0
12.49,5.42,0.19,1.035,0.026,630.5, 65.3,  2.3, 0.5,4136,144,1.609,0.017,0.1,0.3,0.95,0.15,25.26,1.65,0.79,0.12,23.06,1.46,0.92,0.15,24.92,1.62,0
12.68,5.38,0.19,1.07,0.011,542.1, 57.1,  2.8, 0.6,4159,145,1.607,0.018,0.06,0.3,0.82,0.11,23.53,1.09,0.67,0.09,21.27,0.98,0.8,0.1,23.35,1.08,0
10.1,12.39,1.33,1.671,0.069,141.1, 18.5,  7.3, 2.2,4704,100,1.996,0.047,-0.09,0.3,2.02,0.74,23.64,3.23,1.84,0.67,22.57,3.06,2.02,0.74,23.65,3.24,0
12.67,11.76,0.47,1.613,0.026,203.0, 13.2,  5.1, 0.8,4530,100,1.966,0.019,-0.01,0.15,1.89,0.27,23.65,1.29,1.7,0.24,22.45,1.21,1.88,0.27,23.6,1.28,0
12.42,13.1,0.9,1.785,0.169,245.1, 39.7,  5.0, 0.8,4358,152,2.004,0.031,0.21,0.3,1.64,0.71,21.09,4.28,1.45,0.62,19.87,3.93,1.63,0.71,21.01,4.25,0
13.3,5.96,0.31,1.063,0.021,447.9, 32.9,  2.9, 0.4,4340,151,1.661,0.024,-0.34,0.3,1.22,0.23,27.0,1.86,1.05,0.19,25.1,1.71,1.17,0.22,26.5,1.82,0
13.96,5.95,0.41,1.043,0.012,531.7, 60.7,  2.5, 0.4,4139,144,1.65,0.031,0.06,0.3,1.22,0.27,27.35,2.06,1.05,0.23,25.37,1.91,1.18,0.26,26.94,2.03,0
11.93,4.99,0.29,1.032,0.056,430.8, 48.8,  2.3, 0.8,4289,150,1.582,0.027,-0.26,0.3,0.79,0.23,23.85,2.98,0.64,0.18,21.53,2.59,0.78,0.22,23.62,2.95,0
13.89,10.11,0.34,1.543,0.017,301.4, 23.6,  4.4, 1.1,4262,149,1.887,0.017,-0.12,0.3,1.31,0.17,21.55,1.0,1.14,0.14,20.1,0.92,1.27,0.16,21.23,0.98,0
11.55,19.92,0.66,2.622,0.022,146.1,  8.3,  9.5, 2.9,4445,80,2.191,0.015,0.32,0.3,1.27,0.14,15.01,0.61,1.13,0.13,14.12,0.57,1.27,0.14,14.99,0.61,0
13.13,19.02,0.7,2.64,0.02,190.0, 14.3,  8.1, 1.2,4717,139,2.183,0.018,0.35,0.3,1.18,0.15,14.57,0.65,1.13,0.14,14.22,0.63,1.18,0.15,14.55,0.65,0
15.68,18.37,0.25,2.641,0.014,146.4,  8.8,  7.1, 1.3,5216,164,2.19,0.01,-0.67,0.3,1.23,0.09,14.78,0.4,1.23,0.09,14.74,0.4,1.27,0.1,15.01,0.41,0
13.08,19.05,0.42,2.634,0.018,219.0, 15.7,  7.4, 1.0,4932,149,2.194,0.012,-0.15,0.3,1.28,0.12,14.99,0.5,1.22,0.11,14.63,0.48,1.3,0.12,15.08,0.5,0
11.86,16.99,0.81,2.452,0.045,215.6, 22.1,  7.7, 1.1,4452,80,2.122,0.022,-0.09,0.15,1.04,0.17,14.65,0.92,0.89,0.15,13.57,0.84,1.01,0.17,14.49,0.9,0
8.25,11.12,0.58,1.58,0.085,146.4, 43.8,  3.5, 1.1,4260,85,1.928,0.023,0.0,0.15,1.58,0.43,22.6,2.73,1.4,0.37,21.28,2.51,1.55,0.42,22.38,2.69,0
12.96,18.91,0.36,2.551,0.023,220.8, 11.0,  7.0, 0.5,4681,137,2.179,0.011,0.14,0.3,1.31,0.12,15.45,0.51,1.21,0.11,14.79,0.49,1.32,0.12,15.51,0.52,0
9.13,5.01,0.15,1.008,0.014,469.2, 69.0,  2.4, 0.6,3930,80,1.565,0.015,0.0,0.3,0.77,0.09,24.04,1.08,0.62,0.07,21.46,0.94,0.76,0.09,23.89,1.08,0
13.94,12.82,0.34,1.844,0.019,274.1, 20.2,  5.0, 0.5,4462,156,2.0,0.014,-0.48,0.3,1.4,0.15,19.57,0.79,1.22,0.13,18.29,0.73,1.35,0.15,19.21,0.77,0
9.07,23.76,1.92,2.645,0.142, 87.3,  9.0, 11.7, 4.1,4722,137,2.28,0.036,0.19,0.3,2.29,0.75,18.14,2.46,2.17,0.71,17.66,2.38,2.33,0.77,18.33,2.5,0
13.37,15.98,0.4,2.3,0.034,133.8, 10.0,  6.7, 0.9,5230,163,2.13,0.014,-1.11,0.3,1.42,0.16,16.98,0.75,1.38,0.15,16.77,0.74,1.49,0.17,17.41,0.77,0
12.86,9.31,0.67,1.457,0.025,331.3, 24.6,  4.8, 0.8,4283,100,1.852,0.032,-0.08,0.3,1.29,0.3,22.32,1.82,1.12,0.26,20.79,1.68,1.26,0.29,22.01,1.79,0
11.09,111.91,1.99,9.073,0.024, 25.7,  1.0, 57.9, 9.3,5216,100,2.975,0.01,-0.0,0.15,2.0,0.14,7.63,0.19,2.07,0.15,7.76,0.2,2.06,0.15,7.74,0.2,0
7.99,9.0,0.4,1.493,0.098,252.4, 48.0,  3.6, 1.2,4399,127,1.843,0.021,-0.02,0.3,1.1,0.33,20.81,2.92,0.94,0.28,19.28,2.61,1.08,0.32,20.59,2.87,0
13.82,6.09,0.19,1.163,0.034,358.7, 40.9,  2.3, 0.3,4316,151,1.67,0.016,-0.18,0.3,0.9,0.15,23.0,1.61,0.75,0.12,21.0,1.43,0.88,0.14,22.66,1.58,0
11.75,18.91,0.7,2.534,0.065,206.0, 25.3,  6.9, 2.0,4453,80,2.168,0.017,0.0,0.15,1.25,0.2,15.27,1.0,1.09,0.17,14.26,0.91,1.23,0.19,15.15,0.99,0
10.08,7.01,0.16,1.123,0.024,298.2, 23.1,  2.9, 0.7,4396,153,1.735,0.013,-0.38,0.3,1.63,0.2,28.65,1.52,1.46,0.18,27.11,1.41,1.59,0.2,28.31,1.5,0
8.43,4.92,0.4,0.838,0.032,306.8, 51.4,  2.0, 0.7,4211,126,1.571,0.036,-0.47,0.3,1.7,0.5,35.33,4.0,1.58,0.46,34.15,3.83,1.69,0.5,35.3,3.99,0
10.33,7.6,0.37,1.267,0.064,300.1, 28.4,  3.8, 0.8,4266,149,1.763,0.023,-0.08,0.3,1.22,0.31,24.02,2.75,1.05,0.27,22.3,2.48,1.18,0.3,23.66,2.7,0
8.36,10.85,0.55,1.627,0.017,274.6, 22.5,  4.8, 0.7,4440,126,1.927,0.023,0.12,0.3,1.39,0.23,21.23,1.23,1.22,0.2,19.93,1.15,1.37,0.23,21.12,1.22,0
12.43,18.61,0.97,2.727,0.045,173.5, 22.9,  7.1, 1.8,4564,80,2.167,0.023,-0.45,0.15,0.92,0.16,13.14,0.84,0.78,0.14,12.04,0.76,0.89,0.16,12.92,0.82,0
13.34,15.07,0.71,2.192,0.24,216.6, 35.0,  6.0, 1.3,4662,163,2.08,0.022,-0.78,0.3,1.21,0.56,16.65,3.75,1.03,0.46,15.31,3.31,1.14,0.52,16.15,3.58,0
13.65,19.88,1.0,2.698,0.169,192.2, 26.9,  8.5, 2.4,4446,155,2.19,0.024,-0.1,0.3,1.13,0.34,14.15,1.94,0.97,0.28,13.13,1.74,1.1,0.33,13.99,1.91,0
13.69,18.97,0.66,2.593,0.028,206.5, 13.1,  7.7, 0.8,4716,138,2.182,0.017,-0.01,0.3,1.26,0.16,15.06,0.69,1.15,0.14,14.37,0.65,1.27,0.16,15.11,0.69,0
11.34,12.34,1.04,1.906,0.084,212.5, 32.5,  5.3, 1.1,4526,132,1.986,0.038,-0.31,0.3,1.11,0.35,17.75,2.2,0.95,0.3,16.43,2.0,1.08,0.34,17.49,2.16,0
12.23,17.44,0.81,2.424,0.086,168.3, 20.3,  6.8, 1.7,4756,143,2.148,0.022,0.03,0.3,1.3,0.27,15.91,1.39,1.2,0.25,15.3,1.32,1.31,0.27,15.98,1.4,0
14.0,5.85,0.41,0.922,0.015,193.7, 26.7,  3.0, 0.8,4224,147,1.647,0.032,-0.06,0.3,1.95,0.45,34.75,2.8,1.8,0.41,33.33,2.67,1.94,0.44,34.62,2.78,0
13.99,13.51,0.64,1.97,0.014,202.4, 14.4,  5.8, 0.9,4231,148,2.011,0.022,0.36,0.3,1.16,0.18,17.6,0.95,1.0,0.16,16.32,0.88,1.14,0.18,17.43,0.94,0
10.06,11.65,0.44,1.748,0.018,234.9, 21.3,  4.9, 0.8,4459,156,1.958,0.018,-0.26,0.3,1.3,0.18,19.78,0.96,1.12,0.15,18.43,0.88,1.26,0.17,19.51,0.94,0
13.64,17.77,0.63,2.493,0.021,207.5, 11.3,  8.4, 1.2,4966,149,2.165,0.017,-0.5,0.3,1.31,0.16,15.65,0.69,1.21,0.15,15.05,0.66,1.34,0.17,15.84,0.7,0
11.06,5.6,0.16,1.034,0.027,527.6, 67.8,  2.2, 0.4,4144,145,1.625,0.015,-0.1,0.3,1.06,0.16,26.22,1.67,0.89,0.13,24.12,1.49,1.02,0.15,25.77,1.63,0
10.8,114.24,1.52,8.946,0.022, 23.8,  1.4, 48.1, 6.6,4998,80,2.975,0.008,0.01,0.15,2.11,0.13,7.84,0.17,2.07,0.12,7.76,0.17,2.17,0.13,7.95,0.17,0
12.5,8.59,0.23,1.365,0.02,306.1, 24.1,  3.8, 0.6,4484,156,1.827,0.015,-0.34,0.3,1.41,0.17,23.99,1.1,1.23,0.14,22.43,1.01,1.37,0.16,23.64,1.08,0
8.64,7.25,0.33,1.36,0.058,274.5, 32.9,  2.8, 1.0,4560,132,1.757,0.021,-0.42,0.3,0.88,0.2,20.57,2.03,0.74,0.16,18.84,1.8,0.86,0.19,20.28,1.99,0
12.68,5.19,0.14,0.988,0.021,619.6, 75.4,  2.0, 0.4,4205,147,1.594,0.015,-0.14,0.3,1.03,0.14,26.78,1.47,0.87,0.11,24.58,1.32,0.99,0.13,26.31,1.44,0
13.58,10.56,0.95,1.464,0.017,153.0, 12.6,  5.2, 2.6,4507,157,1.918,0.04,-0.54,0.3,2.0,0.56,25.71,2.45,1.82,0.51,24.56,2.34,1.95,0.55,25.4,2.42,0
9.15,7.08,0.25,1.236,0.017,264.8, 24.3,  3.4, 0.6,4475,156,1.743,0.017,-0.48,0.3,1.17,0.16,24.08,1.2,1.0,0.13,22.26,1.09,1.12,0.15,23.57,1.17,0
8.8,7.41,0.25,1.284,0.033,341.0, 29.9,  3.5, 0.6,4220,122,1.75,0.017,0.03,0.3,1.05,0.16,22.68,1.47,0.89,0.14,20.87,1.32,1.02,0.16,22.34,1.44,0
9.05,21.03,1.48,2.482,0.069,118.6, 16.3,  8.8, 3.1,4473,100,2.215,0.031,0.27,0.3,1.89,0.46,17.74,1.62,1.7,0.41,16.87,1.53,1.89,0.46,17.76,1.63,0
9.84,23.02,1.26,2.687,0.049, 86.0,  4.3, 11.2, 2.1,4917,80,2.275,0.024,0.02,0.15,2.07,0.38,17.37,1.18,1.99,0.37,17.01,1.15,2.12,0.39,17.58,1.2,0
9.84,8.79,0.28,1.575,0.023,278.7, 21.1,  4.3, 0.9,4260,85,1.826,0.015,0.0,0.3,0.79,0.1,17.98,0.83,0.65,0.08,16.29,0.74,0.78,0.09,17.88,0.83,0
13.83,8.39,0.26,1.337,0.014,365.8, 34.9,  3.3, 0.8,4216,147,1.803,0.016,-0.08,0.3,1.3,0.15,23.68,1.03,1.13,0.13,22.08,0.95,1.26,0.15,23.34,1.01,0
13.29,6.39,0.12,1.221,0.033,404.7, 44.1,  2.3, 0.4,4118,144,1.68,0.012,-0.06,0.3,0.8,0.11,21.38,1.32,0.64,0.09,19.22,1.14,0.79,0.11,21.21,1.3,0
12.22,4.88,0.19,0.888,0.017,556.6, 57.7,  2.8, 0.6,4112,143,1.563,0.019,0.1,0.3,1.27,0.19,30.84,1.82,1.1,0.17,28.69,1.67,1.23,0.19,30.41,1.79,0
12.3,21.85,0.35,2.788,0.017,110.1,  5.8,  7.7, 1.8,4606,161,2.238,0.011,-0.04,0.3,1.39,0.12,14.82,0.45,1.23,0.1,13.97,0.42,1.38,0.12,14.79,0.45,0
13.51,17.95,0.34,2.301,0.022,163.7,  8.3,  8.2, 1.5,4726,141,2.159,0.011,-0.27,0.3,1.72,0.15,18.11,0.61,1.54,0.14,17.12,0.57,1.71,0.15,18.06,0.61,0
13.96,8.82,0.31,1.565,0.039,226.3, 21.9,  4.9, 1.3,4283,149,1.829,0.018,-0.24,0.3,0.83,0.13,18.32,1.19,0.68,0.11,16.6,1.05,0.81,0.13,18.11,1.18,0
15.94,14.67,0.58,2.145,0.022,301.5, 21.1,  7.0, 1.2,4304,150,2.051,0.019,-0.03,0.3,1.08,0.15,16.26,0.81,0.92,0.13,15.0,0.74,1.05,0.15,16.04,0.8,0
12.24,6.86,0.17,1.21,0.067,294.9, 33.9,  3.1, 0.8,4228,148,1.716,0.014,0.02,0.3,1.06,0.26,23.66,2.73,0.9,0.21,21.78,2.42,1.03,0.25,23.31,2.68,0
9.88,21.89,0.63,2.735,0.038,123.5, 15.1,  7.9, 1.6,4621,80,2.24,0.014,-0.19,0.15,1.51,0.17,15.46,0.67,1.34,0.15,14.56,0.62,1.5,0.17,15.37,0.67,0
14.44,11.25,0.7,1.951,0.066,176.7, 37.9,  4.1, 1.5,5118,179,1.973,0.028,-0.68,0.3,0.92,0.22,16.43,1.55,0.91,0.22,16.33,1.54,0.93,0.22,16.52,1.56,0
11.91,5.54,0.14,0.945,0.051,361.6, 44.8,  2.3, 0.6,4017,140,1.613,0.014,0.34,0.3,1.4,0.33,30.56,3.45,1.22,0.28,28.59,3.13,1.37,0.32,30.3,3.41,0
13.63,18.09,0.75,2.268,0.22,195.2, 30.7,  6.2, 1.0,4490,157,2.151,0.02,-0.28,0.3,1.73,0.71,18.31,3.65,1.54,0.62,17.3,3.36,1.7,0.7,18.13,3.6,0
11.99,22.92,0.86,2.829,0.043,102.7,  5.0, 11.3, 1.9,4809,100,2.268,0.017,0.26,0.3,1.61,0.22,15.43,0.79,1.53,0.21,15.05,0.77,1.64,0.22,15.56,0.8,0
12.23,19.12,2.09,2.286,0.119,178.1, 24.4,  9.6, 2.2,4434,155,2.172,0.048,-0.16,0.3,1.94,0.77,18.94,2.89,1.76,0.69,18.02,2.72,1.91,0.75,18.79,2.87,0
10.32,33.89,1.01,3.668,0.03, 86.1,  3.6, 15.5, 2.0,4788,142,2.438,0.015,0.25,0.3,1.83,0.2,13.55,0.54,1.73,0.19,13.18,0.52,1.87,0.21,13.68,0.54,0
13.64,5.69,0.17,1.138,0.019,475.0, 38.1,  2.5, 0.7,4175,146,1.633,0.016,0.04,0.3,0.76,0.1,22.08,1.1,0.62,0.08,19.86,0.97,0.76,0.1,21.99,1.1,0
12.0,113.12,2.25,8.666,0.043, 24.9,  1.3, 54.3, 9.2,5022,80,2.971,0.01,0.18,0.15,2.35,0.18,8.3,0.23,2.38,0.18,8.36,0.23,2.42,0.18,8.42,0.23,0
13.02,15.09,0.4,2.24,0.035,200.9, 15.4,  6.3, 1.0,4552,100,2.075,0.013,-0.4,0.3,1.08,0.12,15.77,0.71,0.92,0.1,14.55,0.64,1.04,0.12,15.5,0.69,0
13.79,18.33,0.36,2.58,0.018,222.0, 10.2,  7.3, 0.9,4787,140,2.17,0.012,-0.03,0.3,1.18,0.1,14.8,0.47,1.1,0.1,14.29,0.45,1.19,0.1,14.85,0.47,0
11.37,8.91,0.75,1.301,0.117,203.8, 47.0,  2.7, 1.0,4343,80,1.836,0.037,0.17,0.15,1.81,0.8,26.95,5.38,1.63,0.71,25.5,4.98,1.8,0.8,26.85,5.35,0
9.41,12.59,0.74,1.781,0.076,194.2, 31.4,  5.5, 1.9,4624,133,2.0,0.027,-0.48,0.3,1.6,0.4,20.98,2.21,1.41,0.35,19.66,2.03,1.55,0.39,20.64,2.16,0
10.07,20.53,0.72,2.642,0.113,156.4, 17.1,  7.3, 1.5,4754,134,2.218,0.017,-0.03,0.3,1.5,0.31,15.76,1.49,1.37,0.28,15.07,1.4,1.51,0.32,15.84,1.5,0
11.49,16.08,1.48,1.922,0.071,115.2, 16.7,  7.3, 1.6,4605,80,2.105,0.04,-0.02,0.15,2.45,0.77,22.95,2.73,2.29,0.72,22.21,2.63,2.46,0.78,23.02,2.74,0
13.96,12.12,0.64,1.745,0.019,152.5, 11.7,  5.4, 0.9,4526,158,1.979,0.025,-0.62,0.3,1.5,0.27,20.81,1.28,1.32,0.23,19.5,1.19,1.44,0.25,20.39,1.25,0
13.88,7.15,0.22,1.264,0.052,352.0, 32.0,  3.4, 1.0,4281,149,1.737,0.016,-0.3,0.3,1.03,0.2,22.75,2.06,0.87,0.17,20.9,1.83,0.99,0.2,22.31,2.0,0
10.62,21.64,1.3,2.698,0.105,125.4, 17.5,  9.5, 4.0,4574,80,2.233,0.027,0.21,0.15,1.52,0.37,15.62,1.56,1.37,0.33,14.84,1.46,1.53,0.37,15.69,1.57,0
8.19,9.35,0.47,1.569,0.07,282.9, 44.9,  3.6, 1.0,4478,128,1.864,0.023,-0.05,0.3,1.04,0.25,19.76,2.06,0.9,0.21,18.36,1.87,1.02,0.24,19.57,2.04,0
9.52,12.49,0.59,1.745,0.086,298.1, 40.0,  5.3, 1.5,4000,80,1.965,0.021,0.0,0.15,1.37,0.34,20.16,2.23,1.21,0.29,18.96,2.05,1.34,0.33,19.93,2.2,0
12.79,18.86,0.6,2.37,0.036,206.0, 14.0,  7.2, 3.7,4378,153,2.164,0.016,-0.02,0.3,1.59,0.21,17.27,0.86,1.4,0.18,16.25,0.79,1.56,0.2,17.13,0.85,0
13.93,9.83,0.36,1.471,0.018,267.6, 19.7,  4.2, 0.7,4247,148,1.874,0.018,-0.12,0.3,1.44,0.2,23.0,1.14,1.27,0.17,21.6,1.06,1.41,0.19,22.71,1.13,0
13.87,13.27,0.82,1.818,0.041,118.4, 11.6,  5.3, 1.3,4475,156,2.016,0.028,-0.12,0.3,1.65,0.36,20.88,1.67,1.47,0.32,19.69,1.56,1.62,0.35,20.73,1.65,0
13.98,14.96,0.3,2.172,0.023,231.9, 16.4,  5.7, 0.8,4541,158,2.071,0.012,-0.42,0.3,1.18,0.12,16.6,0.61,1.01,0.1,15.37,0.56,1.14,0.11,16.3,0.6,0
13.5,22.08,0.77,2.694,0.048, 93.4,  5.7, 10.3, 2.9,5069,155,2.264,0.017,-0.5,0.3,1.9,0.26,16.84,0.91,1.8,0.25,16.41,0.88,1.95,0.27,17.08,0.92,0
13.28,11.68,0.77,1.807,0.132,315.4, 48.7,  5.1, 1.1,4368,152,1.955,0.03,-0.1,0.3,1.11,0.4,18.37,2.97,0.95,0.33,16.99,2.66,1.08,0.38,18.13,2.91,0
12.93,6.19,0.27,1.009,0.023,467.7, 39.3,  2.8, 0.6,4399,153,1.68,0.021,-0.64,0.3,1.71,0.29,31.32,2.1,1.56,0.27,29.91,1.98,1.68,0.29,30.97,2.07,0
12.93,17.16,0.58,2.618,0.036,166.1,  8.9,  8.3, 1.6,5023,158,2.152,0.017,-0.47,0.3,0.99,0.13,13.79,0.67,0.95,0.12,13.58,0.66,1.0,0.13,13.91,0.68,0
13.66,18.42,0.44,2.413,0.015,168.3,  9.7,  7.5, 0.7,4426,154,2.156,0.014,0.02,0.3,1.4,0.14,16.36,0.57,1.22,0.12,15.32,0.53,1.38,0.14,16.24,0.57,0
9.65,5.24,0.13,1.012,0.031,551.5, 64.9,  2.2, 1.4,4170,83,1.597,0.013,0.0,0.3,0.95,0.14,25.69,1.76,0.79,0.12,23.45,1.55,0.92,0.14,25.29,1.72,0
15.85,115.02,1.65,10.417,0.094, 59.6,  6.9, 36.7, 8.3,5134,152,2.983,0.01,-0.33,0.3,1.22,0.1,5.9,0.18,1.22,0.1,5.9,0.18,1.24,0.1,5.95,0.18,0
10.93,10.92,0.31,1.74,0.08,260.8, 37.4,  3.9, 0.9,4766,142,1.945,0.015,-0.42,0.3,1.2,0.25,19.35,1.9,1.05,0.22,18.11,1.73,1.18,0.25,19.17,1.88,0
13.88,5.29,0.32,1.025,0.019,530.6, 53.5,  2.6, 0.5,4251,148,1.605,0.028,-0.18,0.3,0.96,0.2,25.53,1.89,0.8,0.16,23.35,1.71,0.93,0.19,25.1,1.86,0
13.97,14.9,0.41,2.166,0.016,218.2, 18.1,  6.2, 0.8,4402,154,2.062,0.015,-0.06,0.3,1.13,0.12,16.37,0.63,0.97,0.11,15.18,0.58,1.1,0.12,16.19,0.63,0
13.82,6.55,0.18,1.23,0.026,457.2, 43.9,  2.3, 0.6,4332,151,1.702,0.015,-0.22,0.3,0.9,0.12,22.15,1.23,0.75,0.1,20.21,1.09,0.87,0.12,21.82,1.2,0
13.96,6.62,0.09,1.427,0.02,258.2, 36.7,  1.9, 1.2,4324,151,1.706,0.01,-0.16,0.3,0.51,0.05,16.63,0.64,0.39,0.04,14.53,0.53,0.54,0.05,16.99,0.65,0
10.76,15.86,0.33,2.198,0.012,264.8, 15.8,  5.9, 0.6,4299,125,2.084,0.012,-0.33,0.3,1.24,0.11,16.73,0.52,1.07,0.09,15.58,0.48,1.2,0.1,16.43,0.51,0
13.9,6.55,0.29,1.187,0.03,351.3, 56.2,  2.4, 0.8,4125,144,1.691,0.021,0.16,0.3,0.96,0.17,23.21,1.65,0.81,0.14,21.21,1.48,0.94,0.17,22.9,1.63,0
13.98,15.44,0.47,2.09,0.017,225.1, 14.4,  6.5, 0.9,4415,154,2.078,0.016,0.04,0.3,1.45,0.17,18.25,0.75,1.28,0.15,17.12,0.7,1.43,0.17,18.12,0.74,0
13.84,6.9,0.48,1.135,0.033,255.6, 29.5,  3.7, 0.7,4153,145,1.715,0.032,-0.08,0.3,1.36,0.34,26.83,2.51,1.2,0.29,25.15,2.32,1.33,0.33,26.47,2.47,0
13.96,19.51,0.37,2.632,0.018,192.5, 10.4,  7.5, 1.4,4945,147,2.205,0.011,-0.28,0.3,1.38,0.12,15.39,0.48,1.3,0.11,14.91,0.46,1.41,0.12,15.55,0.48,0
13.93,21.81,0.27,2.78,0.016,162.6, 10.8,  6.4, 0.8,4571,160,2.236,0.01,-0.34,0.3,1.38,0.11,14.83,0.42,1.2,0.09,13.85,0.39,1.34,0.1,14.63,0.41,0
12.46,12.52,0.46,1.838,0.038,144.1, 11.5,  5.5, 1.1,4564,80,1.994,0.017,-0.14,0.15,1.36,0.2,19.45,1.13,1.2,0.17,18.24,1.04,1.34,0.19,19.31,1.12,0
11.92,17.19,1.57,2.403,0.128,177.5, 19.6,  7.1, 1.1,4699,138,2.139,0.04,0.13,0.3,1.26,0.44,15.86,2.25,1.16,0.41,15.23,2.13,1.27,0.45,15.92,2.26,0
12.89,10.56,0.29,1.689,0.057,246.0, 18.4,  6.5, 1.9,4771,141,1.93,0.014,-0.13,0.3,1.23,0.21,19.87,1.5,1.12,0.18,18.96,1.41,1.23,0.21,19.9,1.51,0
13.57,21.07,0.3,2.756,0.021,176.0, 11.3,  7.5, 1.2,4780,140,2.231,0.01,-0.0,0.3,1.38,0.11,14.91,0.43,1.28,0.1,14.35,0.41,1.4,0.11,15.0,0.44,0
13.8,18.35,0.5,2.46,0.021,143.8,  8.8,  7.6, 1.2,4783,144,2.171,0.014,-0.39,0.3,1.44,0.15,16.3,0.62,1.27,0.13,15.33,0.58,1.42,0.15,16.19,0.62,0
10.27,15.33,0.25,2.074,0.015,223.1, 13.4,  5.7, 0.5,4613,131,2.085,0.01,0.32,0.3,1.57,0.12,18.81,0.56,1.44,0.11,18.01,0.53,1.59,0.13,18.94,0.56,0
10.01,9.12,0.18,1.306,0.011,257.1, 24.6,  3.1, 0.5,4454,155,1.852,0.012,-0.48,0.3,2.0,0.19,27.74,0.96,1.83,0.17,26.59,0.91,1.96,0.18,27.48,0.95,0
9.14,16.07,0.21,2.142,0.017,223.1, 16.7,  6.0, 0.6,4615,131,2.105,0.009,0.25,0.3,1.59,0.12,18.49,0.53,1.45,0.11,17.65,0.5,1.61,0.12,18.61,0.53,0
14.73,16.09,0.57,2.335,0.014,195.0, 12.9,  6.5, 0.8,4844,154,2.116,0.017,0.13,0.3,1.22,0.15,15.96,0.69,1.18,0.15,15.7,0.67,1.22,0.15,16.02,0.69,0
15.07,16.71,0.34,2.381,0.017,202.5, 12.9,  6.1, 0.8,4641,133,2.124,0.012,-0.06,0.3,1.18,0.1,15.6,0.5,1.05,0.09,14.72,0.47,1.18,0.1,15.57,0.5,0
9.62,9.3,1.02,1.387,0.075,204.3, 38.1,  4.4, 1.1,4474,128,1.861,0.048,-0.01,0.3,1.67,0.67,25.13,3.91,1.49,0.59,23.73,3.64,1.66,0.66,25.03,3.89,0
11.51,17.34,0.83,2.574,0.074,160.7, 24.7,  7.0, 1.8,4767,141,2.146,0.022,0.03,0.3,1.01,0.19,14.04,1.09,0.96,0.18,13.7,1.06,1.01,0.19,14.07,1.09,0
10.96,9.69,0.43,1.533,0.027,225.6, 18.3,  4.5, 2.1,4340,151,1.872,0.021,0.06,0.3,1.21,0.2,21.11,1.28,1.05,0.17,19.61,1.18,1.19,0.19,20.89,1.27,0
13.36,17.92,0.36,2.537,0.017,235.0, 12.2,  6.7, 0.7,4803,147,2.161,0.012,-0.48,0.3,1.19,0.1,15.0,0.48,1.05,0.09,14.07,0.44,1.17,0.1,14.9,0.47,0
14.0,7.64,0.6,1.197,0.054,160.4, 41.8,  3.0, 1.1,4391,153,1.772,0.035,-0.3,0.3,1.62,0.49,27.45,3.34,1.45,0.43,25.94,3.1,1.59,0.48,27.15,3.29,0
13.86,21.61,0.52,2.558,0.018,105.5,  7.2,  9.4, 1.4,4476,156,2.227,0.014,-0.2,0.3,1.82,0.18,17.17,0.61,1.63,0.16,16.26,0.58,1.79,0.18,17.03,0.61,0
13.08,9.33,0.5,1.487,0.03,232.1, 18.3,  4.2, 0.9,4283,149,1.853,0.025,-0.24,0.3,1.2,0.23,21.45,1.52,1.03,0.2,19.92,1.39,1.15,0.22,21.07,1.49,0
